Store,Brand,Type,Gender,Size,Color,Category,Sales Price,Date,Time,Month
Tokyo,Asics,WB1820,Female,44,Yellow,Pants,€ 89.00,7/19/2015,7:19 PM,7
Tokyo,Adidas,Boston 5,Male,36,Yellow,Shoe,€ 125.00,7/19/2015,10:38 AM,7
Tokyo,Asics,WB1820,Female,42,Yellow,Pants,€ 89.00,7/20/2015,11:47 AM,7
Tokyo,Asics,WB1820,Female,40,Yellow,Pants,€ 89.00,7/20/2015,7:50 PM,7
Tokyo,Asics,WB1820,Female,40,Yellow,Pants,€ 89.00,7/20/2015,10:18 AM,7
Rotterdam,Nike,Pro Fierce,Female,85A,Yellow,Bra,€ 149.00,7/20/2015,10:23 AM,7
Rotterdam,Nike,Free 5.0,Male,42,Yellow,Shoe,€ 239.00,7/20/2015,11:14 AM,7
Tokyo,Asics,WB1820,Female,38,Yellow,Pants,€ 89.00,7/20/2015,3:22 PM,7
Rotterdam,Nike,Pro Fierce,Female,85D,Yellow,Bra,€ 149.00,7/20/2015,3:37 PM,7
Rotterdam,Adidas,Ultra Boost,Female,36,Yellow,Shoe,€ 139.00,7/20/2015,3:40 PM,7
Tokyo,Asics,WB1820,Female,38,Yellow,Pants,€ 89.00,7/20/2015,8:29 AM,7
Tokyo,Nike,Pro Fierce,Female,85C,Yellow,Bra,€ 149.00,7/20/2015,10:58 AM,7
Tokyo,Asics,WB1820,Female,38,Yellow,Pants,€ 89.00,7/20/2015,7:45 PM,7
Tokyo,Nike,Pro Fierce,Female,85A,Yellow,Bra,€ 149.00,7/20/2015,10:29 PM,7
Tokyo,Adidas,Rocket Boost,Male,46,Yellow,Shoe,€ 110.00,7/20/2015,5:19 PM,7
Tokyo,Nike,Pro Fierce,Female,85A,Yellow,Bra,€ 149.00,7/21/2015,6:47 PM,7
Tokyo,Asics,WB1820,Female,44,Yellow,Pants,€ 89.00,7/21/2015,7:32 PM,7
Tokyo,Nike,Pro Fierce,Female,85D,Yellow,Bra,€ 149.00,7/21/2015,7:43 PM,7
Tokyo,Nike,Pro Fierce,Female,70E,Yellow,Bra,€ 149.00,7/21/2015,8:58 PM,7
Rotterdam,Nike,Free 5.0,Male,38,Yellow,Shoe,€ 239.00,7/21/2015,9:32 AM,7
Tokyo,Asics,WB1820,Female,44,Yellow,Pants,€ 89.00,7/21/2015,12:24 PM,7
Rotterdam,Nike,Free 5.0,Female,40,Yellow,Shoe,€ 239.00,7/21/2015,12:55 PM,7
Tokyo,Asics,WB1820,Female,41,Yellow,Pants,€ 89.00,7/21/2015,1:34 PM,7
Tokyo,Asics,WB1820,Female,36,Yellow,Pants,€ 89.00,7/21/2015,5:14 PM,7
Tokyo,Asics,WB1820,Female,37,Yellow,Pants,€ 89.00,7/21/2015,5:35 PM,7
Tokyo,Nike,Pro Classic,Female,90D,Yellow,Bra,€ 100.00,7/21/2015,3:10 PM,7
Tokyo,Asics,WB1820,Female,46,Yellow,Pants,€ 89.00,7/21/2015,11:09 PM,7
Tokyo,Adidas,Boston 5,Male,36,Yellow,Shoe,€ 125.00,7/21/2015,11:24 AM,7
Tokyo,Adidas,Rocket Boost,Male,43,Yellow,Shoe,€ 110.00,7/21/2015,9:40 AM,7
Tokyo,Asics,WB1820,Female,46,Yellow,Pants,€ 89.00,7/22/2015,9:15 PM,7
Tokyo,Asics,WB1820,Female,37,Yellow,Pants,€ 89.00,7/22/2015,10:24 PM,7
Rotterdam,Asics,WB1820,Female,36,Yellow,Pants,€ 89.00,7/22/2015,5:30 PM,7
Rotterdam,Asics,WB1820,Female,42,Yellow,Pants,€ 89.00,7/22/2015,5:32 PM,7
Tokyo,Adidas,Boston 5,Male,46,Yellow,Shoe,€ 125.00,7/22/2015,3:18 PM,7
Tokyo,Asics,WB1820,Female,37,Yellow,Pants,€ 89.00,7/23/2015,4:40 PM,7
Tokyo,Asics,WB1820,Female,44,Yellow,Pants,€ 89.00,7/23/2015,7:13 PM,7
Rotterdam,Nike,Pro Fierce,Female,65C,Yellow,Bra,€ 149.00,7/23/2015,9:47 AM,7
Rotterdam,Asics,WB1820,Female,37,Yellow,Pants,€ 89.00,7/23/2015,12:55 PM,7
Rotterdam,Nike,Pro Fierce,Female,65F,Yellow,Bra,€ 149.00,7/23/2015,1:18 PM,7
Rotterdam,Adidas,Boston 5,Male,43,Yellow,Shoe,€ 125.00,7/23/2015,2:01 PM,7
Tokyo,Asics,WB1820,Female,38,Yellow,Pants,€ 89.00,7/23/2015,8:57 AM,7
Tokyo,Nike,Free 5.0,Male,42,Yellow,Shoe,€ 239.00,7/23/2015,9:00 AM,7
Tokyo,Nike,Pro Fierce,Female,85B,Yellow,Bra,€ 149.00,7/23/2015,6:01 PM,7
Tokyo,Adidas,Ultra Boost,Male,37,Yellow,Shoe,€ 139.00,7/23/2015,11:30 AM,7
Tokyo,Adidas,Ultra Boost,Male,37,Yellow,Shoe,€ 139.00,7/23/2015,1:16 PM,7
Tokyo,Asics,Cummulus 17,Male,44,Yellow,Shoe,€ 159.00,7/24/2015,7:23 AM,7
Tokyo,Nike,Pro Fierce,Female,80D,Yellow,Bra,€ 149.00,7/24/2015,11:22 AM,7
Tokyo,Nike,Pro Fierce,Female,65C,Yellow,Bra,€ 149.00,7/24/2015,12:10 PM,7
Tokyo,Asics,WB1820,Female,36,Yellow,Pants,€ 89.00,7/24/2015,12:40 PM,7
Rotterdam,Asics,WB1820,Female,43,Yellow,Pants,€ 89.00,7/24/2015,11:42 AM,7
Rotterdam,Nike,Pro Hero,Female,85F,Yellow,Bra,€ 99.00,7/24/2015,1:43 PM,7
Rotterdam,Nike,Pro Fierce,Female,70B,Yellow,Bra,€ 149.00,7/24/2015,5:15 PM,7
Rotterdam,Nike,Pro Fierce,Female,75E,Yellow,Bra,€ 149.00,7/24/2015,5:42 PM,7
Tokyo,Nike,Free 5.0,Female,46,Yellow,Shoe,€ 239.00,7/24/2015,3:34 PM,7
Tokyo,Asics,WB1820,Female,40,Yellow,Pants,€ 89.00,7/24/2015,6:40 PM,7
Tokyo,Nike,Pro Fierce,Female,75E,Yellow,Bra,€ 149.00,7/24/2015,8:12 PM,7
Tokyo,Nike,Pro Indy,Female,90E,Yellow,Bra,€ 123.00,7/24/2015,11:05 PM,7
Tokyo,Asics,WB1820,Female,39,Yellow,Pants,€ 89.00,7/24/2015,11:26 PM,7
Tokyo,Adidas,Ultra Boost,Female,44,Yellow,Shoe,€ 139.00,7/24/2015,4:00 PM,7
Tokyo,Asics,WB1820,Female,39,Yellow,Pants,€ 89.00,7/25/2015,10:00 AM,7
Tokyo,Asics,WB1820,Female,42,Yellow,Pants,€ 89.00,7/25/2015,3:40 PM,7
Rotterdam,Asics,WB1820,Female,39,Yellow,Pants,€ 89.00,7/25/2015,9:32 AM,7
Rotterdam,Asics,WB1820,Female,37,Yellow,Pants,€ 89.00,7/25/2015,10:34 AM,7
Rotterdam,Nike,Pro Fierce,Female,80F,Yellow,Bra,€ 149.00,7/25/2015,12:58 PM,7
Rotterdam,Nike,Free 5.0,Male,39,Yellow,Shoe,€ 239.00,7/25/2015,3:01 PM,7
Rotterdam,Nike,Free 5.0,Male,37,Yellow,Shoe,€ 239.00,7/25/2015,3:31 PM,7
Rotterdam,Asics,WB1820,Female,44,Yellow,Pants,€ 89.00,7/25/2015,4:18 PM,7
Tokyo,Nike,Pro Fierce,Female,85E,Yellow,Bra,€ 149.00,7/25/2015,4:36 PM,7
Tokyo,Nike,Air Zoom,Female,42,Yellow,Shoe,€ 230.00,7/25/2015,5:08 PM,7
Tokyo,Asics,Nimbus 17,Female,41,Yellow,Shoe,€ 128.00,7/25/2015,5:19 PM,7
Tokyo,Nike,Pro Indy,Female,65C,Yellow,Bra,€ 123.00,7/25/2015,5:28 PM,7
Tokyo,Nike,Air Zoom,Male,39,Yellow,Shoe,€ 220.00,7/25/2015,7:16 PM,7
Tokyo,Nike,Air Zoom,Female,46,Yellow,Shoe,€ 230.00,7/25/2015,8:48 PM,7
Tokyo,Asics,Gel Quantics ,Male,44,Yellow,Shoe,€ 120.00,7/26/2015,2:28 PM,7
Tokyo,Asics,WB1820,Female,45,Yellow,Pants,€ 89.00,7/26/2015,3:27 PM,7
Tokyo,Nike,Pro Classic,Female,65C,Yellow,Bra,€ 100.00,7/26/2015,4:00 PM,7
Tokyo,Asics,WB1820,Female,38,Yellow,Pants,€ 89.00,7/26/2015,6:02 PM,7
Rotterdam,Nike,Pro Fierce,Female,65C,Yellow,Bra,€ 149.00,7/26/2015,2:09 PM,7
Rotterdam,Nike,Air Zoom,Male,36,Yellow,Shoe,€ 220.00,7/26/2015,5:30 PM,7
Rotterdam,Asics,WB1820,Female,38,Yellow,Pants,€ 89.00,7/26/2015,5:30 PM,7
Tokyo,Nike,Air Zoom,Male,44,Yellow,Shoe,€ 220.00,7/26/2015,12:36 PM,7
Tokyo,Adidas,Rocket Boost,Male,46,Yellow,Shoe,€ 110.00,7/26/2015,12:21 PM,7
Tokyo,Adidas,Boston 5,Female,36,Yellow,Shoe,€ 120.00,7/26/2015,11:14 AM,7
Tokyo,Asics,WB1820,Female,44,Yellow,Pants,€ 89.00,7/27/2015,2:42 PM,7
Tokyo,Asics,WB1820,Female,43,Yellow,Pants,€ 89.00,7/27/2015,6:51 PM,7
Tokyo,Asics,WB1820,Female,45,Yellow,Pants,€ 89.00,7/27/2015,9:53 PM,7
Rotterdam,Asics,WB1820,Female,43,Yellow,Pants,€ 89.00,7/27/2015,4:05 PM,7
Rotterdam,Nike,Pro Fierce,Female,75B,Yellow,Bra,€ 149.00,7/27/2015,4:43 PM,7
Rotterdam,Asics,WB1820,Female,38,Yellow,Pants,€ 89.00,7/27/2015,5:38 PM,7
Tokyo,Asics,WB1820,Female,40,Yellow,Pants,€ 89.00,7/27/2015,6:30 PM,7
Tokyo,Asics,WB1820,Female,46,Yellow,Pants,€ 89.00,7/28/2015,10:19 AM,7
Tokyo,Adidas,Boston 5,Female,37,Yellow,Shoe,€ 120.00,7/28/2015,1:03 PM,7
Tokyo,Adidas,Boston 5,Female,40,Yellow,Shoe,€ 120.00,7/28/2015,10:18 AM,7
Tokyo,Asics,WB1820,Female,40,Yellow,Pants,€ 89.00,7/29/2015,1:01 PM,7
Tokyo,Asics,WB1820,Female,39,Yellow,Pants,€ 89.00,7/29/2015,5:45 PM,7
Tokyo,Asics,WB1820,Female,36,Yellow,Pants,€ 89.00,7/29/2015,7:53 PM,7
Tokyo,Asics,Gel Quantics ,Male,38,Yellow,Shoe,€ 120.00,7/29/2015,10:16 PM,7
Rotterdam,Asics,WB1820,Female,43,Yellow,Pants,€ 89.00,7/29/2015,10:54 AM,7
Rotterdam,Nike,Pro Fierce,Female,80B,Yellow,Bra,€ 149.00,7/29/2015,2:02 PM,7
Rotterdam,Asics,WB1820,Female,41,Yellow,Pants,€ 89.00,7/29/2015,2:15 PM,7
Rotterdam,Asics,WB1820,Female,46,Yellow,Pants,€ 89.00,7/29/2015,2:40 PM,7
Tokyo,Nike,Pro Indy,Female,80F,Yellow,Bra,€ 123.00,7/29/2015,8:55 AM,7
Tokyo,Asics,Cummulus 17,Female,44,Yellow,Shoe,€ 159.00,7/29/2015,9:36 PM,7
Tokyo,Adidas,Rocket Boost,Male,39,Yellow,Shoe,€ 110.00,7/29/2015,10:33 AM,7
Tokyo,Adidas,Ultra Boost,Male,39,Yellow,Shoe,€ 139.00,7/29/2015,10:02 AM,7
Tokyo,Adidas,Rocket Boost,Male,40,Yellow,Shoe,€ 110.00,7/29/2015,5:10 PM,7
Tokyo,Adidas,Rocket Boost,Male,38,Yellow,Shoe,€ 110.00,7/29/2015,12:44 PM,7
Tokyo,Asics,WB1820,Female,44,Yellow,Pants,€ 89.00,7/30/2015,9:33 AM,7
Tokyo,Asics,WB1820,Female,39,Yellow,Pants,€ 89.00,7/30/2015,4:45 PM,7
Tokyo,Asics,WB1820,Female,42,Yellow,Pants,€ 89.00,7/30/2015,8:49 PM,7
Tokyo,Asics,WB1820,Female,36,Yellow,Pants,€ 89.00,7/30/2015,11:21 PM,7
Rotterdam,Nike,Free 5.0,Female,41,Yellow,Shoe,€ 239.00,7/30/2015,10:07 AM,7
Rotterdam,Asics,WB1820,Female,38,Yellow,Pants,€ 89.00,7/30/2015,11:58 AM,7
Rotterdam,Nike,Pro Hero,Female,70E,Yellow,Bra,€ 99.00,7/30/2015,12:00 PM,7
Rotterdam,Asics,WB1820,Female,45,Yellow,Pants,€ 89.00,7/30/2015,12:39 PM,7
Rotterdam,Nike,Pro Fierce,Female,80B,Yellow,Bra,€ 149.00,7/30/2015,1:57 PM,7
Tokyo,Asics,WB1820,Female,40,Yellow,Pants,€ 89.00,7/30/2015,1:45 PM,7
Tokyo,Asics,WB1820,Female,44,Yellow,Pants,€ 89.00,7/30/2015,2:48 PM,7
Tokyo,Nike,Pro Hero,Female,70B,Yellow,Bra,€ 99.00,7/30/2015,6:30 PM,7
Tokyo,Asics,WB1820,Female,42,Yellow,Pants,€ 89.00,7/30/2015,8:00 PM,7
Tokyo,Asics,WB1820,Female,43,Yellow,Pants,€ 89.00,7/30/2015,11:00 PM,7
Tokyo,Adidas,Rocket Boost,Male,39,Yellow,Shoe,€ 110.00,7/30/2015,11:24 AM,7
Tokyo,Nike,Air Zoom,Male,37,Yellow,Shoe,€ 230.00,7/31/2015,11:48 AM,7
Tokyo,Asics,WB1820,Female,46,Yellow,Pants,€ 89.00,7/31/2015,12:11 PM,7
Tokyo,Nike,Pro Fierce,Female,70F,Yellow,Bra,€ 149.00,7/31/2015,4:46 PM,7
Tokyo,Asics,WB1820,Female,37,Yellow,Pants,€ 89.00,7/31/2015,5:57 PM,7
Rotterdam,Nike,Free 5.0,Male,40,Yellow,Shoe,€ 239.00,7/31/2015,10:15 AM,7
Rotterdam,Nike,Pro Indy,Female,80A,Yellow,Bra,€ 123.00,7/31/2015,11:43 AM,7
Rotterdam,Nike,Free 5.0,Male,46,Yellow,Shoe,€ 239.00,7/31/2015,2:24 PM,7
Rotterdam,Asics,WB1820,Female,42,Yellow,Pants,€ 89.00,7/31/2015,2:32 PM,7
Rotterdam,Asics,WB1820,Female,36,Yellow,Pants,€ 89.00,7/31/2015,2:58 PM,7
Rotterdam,Asics,WB1820,Female,37,Yellow,Pants,€ 89.00,7/31/2015,4:20 PM,7
Rotterdam,Asics,WB1820,Female,41,Yellow,Pants,€ 89.00,7/31/2015,4:23 PM,7
Tokyo,Adidas,Ultra Boost,Male,46,Yellow,Shoe,€ 139.00,7/31/2015,10:46 AM,7
