Store,Brand,Type,Gender,Size,Color,Category,Sales Price,Date,Time,Month
Tokyo,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,40-42,Green,Socks,€ 21.00,7/17/2015,6:31 PM,7
Tokyo,Asics,WB1820,Female,39,Green,Pants,€ 89.00,7/17/2015,6:33 PM,7
Tokyo,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,46-48,Green,Socks,€ 21.00,7/17/2015,7:45 PM,7
Tokyo,Nike,Pro Hero,Female,65B,Green,Bra,€ 99.00,7/17/2015,9:20 PM,7
Tokyo,Asics,WB1820,Female,40,Green,Pants,€ 89.00,7/17/2015,11:32 PM,7
Tokyo,Nike,Pro Fierce,Female,80F,Green,Bra,€ 149.00,7/17/2015,9:47 AM,7
Tokyo,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,36-38,Green,Socks,€ 21.00,7/17/2015,10:52 AM,7
Tokyo,Nike,Dri-Fit No-Show,Unisex,40-42,Green,Socks,€ 20.00,7/17/2015,11:56 AM,7
Tokyo,Asics,Kayano Single Tab,Unisex,36-38,Green,Socks,€ 24.99,7/17/2015,12:31 PM,7
Tokyo,Nike,Hyper Elite Crew,Unisex,38-40,Green,Socks,€ 20.00,7/17/2015,1:15 PM,7
Tokyo,Asics,WB1820,Female,37,Green,Pants,€ 89.00,7/17/2015,2:55 PM,7
Tokyo,Asics,Quick Light Cushion,Unisex,42-44,Green,Socks,€ 19.00,7/17/2015,3:16 PM,7
Tokyo,Asics,WB1820,Female,37,Green,Pants,€ 89.00,7/17/2015,4:36 PM,7
Tokyo,Asics,WB1820,Female,46,Green,Pants,€ 89.00,7/17/2015,4:43 PM,7
Tokyo,Nike,Dri-Fit No-Show,Unisex,44-46,Green,Socks,€ 20.00,7/17/2015,4:59 PM,7
Tokyo,Asics,Kayano Single Tab,Unisex,36-38,Green,Socks,€ 24.99,7/17/2015,12:37 PM,7
Tokyo,Asics,Kayano Single Tab,Unisex,38-40,Green,Socks,€ 24.99,7/17/2015,8:19 PM,7
Tokyo,Asics,Gel Quantics ,Female,41,Green,Shoe,€ 120.00,7/17/2015,10:20 PM,7
Tokyo,Asics,Hera Deux Single Tab,Female,36-38,Green,Socks,€ 12.99,7/18/2015,7:56 AM,7
Tokyo,Asics,Kayano Single Tab,Unisex,42-44,Green,Socks,€ 24.99,7/18/2015,9:44 AM,7
Tokyo,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,38-40,Green,Socks,€ 21.00,7/18/2015,12:12 PM,7
Tokyo,Nike,Dri-Fit No-Show,Unisex,42-44,Green,Socks,€ 20.00,7/18/2015,7:10 PM,7
Tokyo,Asics,WB1820,Female,46,Green,Pants,€ 89.00,7/18/2015,8:16 PM,7
Tokyo,Nike,Hyper Elite Crew,Unisex,46-48,Green,Socks,€ 20.00,7/18/2015,9:34 PM,7
Tokyo,Nike,Hyper Elite Crew,Unisex,42-44,Green,Socks,€ 20.00,7/18/2015,9:36 AM,7
Tokyo,Nike,Dri-Fit No-Show,Unisex,42-44,Green,Socks,€ 20.00,7/18/2015,9:54 AM,7
Tokyo,Asics,Kayano Single Tab,Unisex,44-46,Green,Socks,€ 24.99,7/18/2015,10:03 AM,7
Tokyo,Asics,WB1820,Female,43,Green,Pants,€ 89.00,7/18/2015,10:48 AM,7
Tokyo,Nike,Hyper Elite Crew,Unisex,44-46,Green,Socks,€ 20.00,7/18/2015,11:01 AM,7
Rotterdam,Nike,Hyper Elite Crew,Unisex,40-42,Green,Socks,€ 20.00,7/18/2015,1:54 PM,7
Rotterdam,Nike,Air Zoom,Male,41,Green,Shoe,€ 220.00,7/18/2015,3:55 PM,7
Rotterdam,Nike,Hyper Elite Crew,Unisex,44-46,Green,Socks,€ 20.00,7/18/2015,4:12 PM,7
Tokyo,Asics,Hera Deux Single Tab,Female,40-42,Green,Socks,€ 12.99,7/18/2015,12:12 PM,7
Tokyo,Nike,Air Zoom,Male,42,Green,Shoe,€ 220.00,7/18/2015,1:27 PM,7
Tokyo,Asics,Kayano Single Tab,Unisex,44-46,Green,Socks,€ 24.99,7/18/2015,2:22 PM,7
Tokyo,Asics,WB1820,Female,38,Green,Pants,€ 89.00,7/18/2015,2:22 PM,7
Tokyo,Asics,Quick Light Cushion,Unisex,36-38,Green,Socks,€ 19.00,7/18/2015,5:34 PM,7
Tokyo,Nike,Hyper Elite Crew,Unisex,44-46,Green,Socks,€ 20.00,7/18/2015,6:43 PM,7
Tokyo,Asics,WB1820,Female,37,Green,Pants,€ 89.00,7/18/2015,10:14 PM,7
Tokyo,Nike,Hyper Elite Crew,Unisex,46-48,Green,Socks,€ 20.00,7/18/2015,10:36 PM,7
Tokyo,Adidas,Boston 5,Female,41,Green,Shoe,€ 120.00,7/18/2015,1:13 PM,7
Tokyo,Nike,Dri-Fit No-Show,Unisex,40-42,Green,Socks,€ 20.00,7/19/2015,8:25 AM,7
Tokyo,Asics,Kayano Single Tab,Unisex,44-46,Green,Socks,€ 24.99,7/19/2015,1:04 PM,7
Tokyo,Asics,WB1820,Female,45,Green,Pants,€ 89.00,7/19/2015,4:40 PM,7
Tokyo,Asics,Kayano Single Tab,Unisex,42-44,Green,Socks,€ 24.99,7/19/2015,5:09 PM,7
Tokyo,Asics,WB1820,Female,41,Green,Pants,€ 89.00,7/19/2015,7:49 PM,7
Tokyo,Asics,Quick Light Cushion,Unisex,40-42,Green,Socks,€ 19.00,7/19/2015,8:02 PM,7
Tokyo,Asics,Hera Deux Single Tab,Female,38-40,Green,Socks,€ 12.99,7/19/2015,10:00 AM,7
Rotterdam,Nike,Air Zoom,Male,39,Green,Shoe,€ 220.00,7/19/2015,10:05 AM,7
Tokyo,Asics,Kayano Single Tab,Unisex,44-46,Green,Socks,€ 24.99,7/19/2015,10:28 AM,7
Rotterdam,Nike,Pro Fierce,Female,70C,Green,Bra,€ 149.00,7/19/2015,10:43 AM,7
Rotterdam,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,42-44,Green,Socks,€ 21.00,7/19/2015,11:25 AM,7
Rotterdam,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,40-42,Green,Socks,€ 21.00,7/19/2015,11:38 AM,7
Rotterdam,Nike,Hyper Elite Crew,Unisex,46-48,Green,Socks,€ 20.00,7/19/2015,12:55 PM,7
Rotterdam,Nike,Pro Classic,Female,75C,Green,Bra,€ 100.00,7/19/2015,1:00 PM,7
Rotterdam,Nike,Dri-Fit No-Show,Unisex,46-48,Green,Socks,€ 20.00,7/19/2015,2:43 PM,7
Rotterdam,Nike,Hyper Elite Crew,Unisex,40-42,Green,Socks,€ 20.00,7/19/2015,3:14 PM,7
Rotterdam,Nike,Air Zoom,Male,41,Green,Shoe,€ 220.00,7/19/2015,4:05 PM,7
Rotterdam,Nike,Hyper Elite Crew,Unisex,46-48,Green,Socks,€ 20.00,7/19/2015,4:15 PM,7
Tokyo,Asics,Cummulus 17,Male,43,Green,Shoe,€ 159.00,7/19/2015,4:16 PM,7
Tokyo,Asics,WB1820,Female,39,Green,Pants,€ 89.00,7/19/2015,4:39 PM,7
Tokyo,Asics,Kayano Single Tab,Unisex,36-38,Green,Socks,€ 24.99,7/19/2015,5:12 PM,7
Tokyo,Nike,Pro Fierce,Female,85E,Green,Bra,€ 149.00,7/19/2015,8:38 AM,7
Tokyo,Nike,Pro Indy,Female,65E,Green,Bra,€ 123.00,7/19/2015,9:59 AM,7
Tokyo,Asics,WB1820,Female,40,Green,Pants,€ 89.00,7/19/2015,10:07 AM,7
Tokyo,Nike,Dri-Fit No-Show,Unisex,46-48,Green,Socks,€ 20.00,7/19/2015,4:10 PM,7
Tokyo,Nike,Pro Fierce,Female,70B,Green,Bra,€ 149.00,7/19/2015,7:12 PM,7
Tokyo,Nike,Pro Hero,Female,65D,Green,Bra,€ 99.00,7/19/2015,8:03 PM,7
Tokyo,Asics,WB1820,Female,38,Green,Pants,€ 89.00,7/19/2015,8:21 PM,7
Tokyo,Nike,Pro Hero,Female,90F,Green,Bra,€ 99.00,7/19/2015,8:52 PM,7
Tokyo,Adidas,Boston 5,Female,40,Green,Shoe,€ 120.00,7/19/2015,11:40 AM,7
Tokyo,Nike,Hyper Elite Crew,Unisex,36-38,Green,Socks,€ 20.00,7/20/2015,7:46 AM,7
Tokyo,Asics,Hera Deux Single Tab,Female,44-46,Green,Socks,€ 12.99,7/20/2015,5:15 PM,7
Tokyo,Asics,Quick Light Cushion,Unisex,38-40,Green,Socks,€ 19.00,7/20/2015,6:33 PM,7
Tokyo,Asics,Cummulus 17,Male,45,Green,Shoe,€ 159.00,7/20/2015,10:54 AM,7
Tokyo,Asics,WB1820,Female,41,Green,Pants,€ 89.00,7/20/2015,2:12 PM,7
Tokyo,Asics,WB1820,Female,37,Green,Pants,€ 89.00,7/20/2015,3:54 PM,7
Tokyo,Asics,WB1820,Female,41,Green,Pants,€ 89.00,7/20/2015,4:41 PM,7
Tokyo,Nike,Pro Fierce,Female,65E,Green,Bra,€ 149.00,7/20/2015,9:10 AM,7
Tokyo,Asics,WB1820,Female,41,Green,Pants,€ 89.00,7/20/2015,2:49 PM,7
Tokyo,Asics,Hera Deux Single Tab,Female,36-38,Green,Socks,€ 12.99,7/20/2015,3:18 PM,7
Tokyo,Asics,WB1820,Female,46,Green,Pants,€ 89.00,7/20/2015,9:38 PM,7
Tokyo,Asics,Quick Light Cushion,Unisex,46-48,Green,Socks,€ 19.00,7/21/2015,7:46 AM,7
Tokyo,Nike,Pro Hero,Female,80B,Green,Bra,€ 99.00,7/21/2015,10:30 AM,7
Tokyo,Nike,Dri-Fit No-Show,Unisex,44-46,Green,Socks,€ 20.00,7/21/2015,2:32 PM,7
Tokyo,Nike,Pro Fierce,Female,75D,Green,Bra,€ 149.00,7/21/2015,7:29 PM,7
Tokyo,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,46-48,Green,Socks,€ 21.00,7/21/2015,9:10 PM,7
Tokyo,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,44-46,Green,Socks,€ 21.00,7/21/2015,11:18 PM,7
Tokyo,Asics,Hera Deux Single Tab,Female,40-42,Green,Socks,€ 12.99,7/21/2015,11:21 PM,7
Tokyo,Asics,WB1820,Female,46,Green,Pants,€ 89.00,7/21/2015,10:36 AM,7
Rotterdam,Nike,Hyper Elite Crew,Unisex,42-44,Green,Socks,€ 20.00,7/21/2015,10:43 AM,7
Rotterdam,Nike,Free 5.0,Male,38,Green,Shoe,€ 239.00,7/21/2015,10:44 AM,7
Rotterdam,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,40-42,Green,Socks,€ 21.00,7/21/2015,10:54 AM,7
Rotterdam,Nike,Dri-Fit No-Show,Unisex,44-46,Green,Socks,€ 20.00,7/21/2015,10:54 AM,7
Rotterdam,Nike,Pro Hero,Female,70E,Green,Bra,€ 99.00,7/21/2015,2:53 PM,7
Tokyo,Asics,Hera Deux Single Tab,Female,42-44,Green,Socks,€ 12.99,7/21/2015,2:56 PM,7
Rotterdam,Nike,Dri-Fit No-Show,Unisex,46-48,Green,Socks,€ 20.00,7/21/2015,4:26 PM,7
Rotterdam,Nike,Air Zoom,Male,37,Green,Shoe,€ 220.00,7/21/2015,4:43 PM,7
Tokyo,Nike,Dri-Fit No-Show,Unisex,46-48,Green,Socks,€ 20.00,7/21/2015,8:29 AM,7
Tokyo,Asics,Kayano Single Tab,Unisex,42-44,Green,Socks,€ 24.99,7/21/2015,1:13 PM,7
Tokyo,Asics,Quick Light Cushion,Unisex,42-44,Green,Socks,€ 19.00,7/21/2015,1:17 PM,7
Tokyo,Nike,Pro Classic,Female,75A,Green,Bra,€ 100.00,7/21/2015,2:21 PM,7
Tokyo,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,42-44,Green,Socks,€ 21.00,7/21/2015,5:39 PM,7
Tokyo,Asics,WB1820,Female,39,Green,Pants,€ 89.00,7/21/2015,6:18 PM,7
Tokyo,Asics,Kayano Single Tab,Unisex,36-38,Green,Socks,€ 24.99,7/21/2015,8:22 PM,7
Tokyo,Asics,Kayano Single Tab,Unisex,46-48,Green,Socks,€ 24.99,7/21/2015,9:07 PM,7
Tokyo,Nike,Pro Fierce,Female,75B,Green,Bra,€ 149.00,7/21/2015,10:27 PM,7
Tokyo,Nike,Dri-Fit No-Show,Unisex,38-40,Green,Socks,€ 20.00,7/21/2015,10:50 PM,7
Tokyo,Asics,WB1820,Female,37,Green,Pants,€ 89.00,7/21/2015,10:55 PM,7
Tokyo,Adidas,Boston 5,Female,41,Green,Shoe,€ 120.00,7/21/2015,11:19 AM,7
Tokyo,Adidas,Boston 5,Female,41,Green,Shoe,€ 120.00,7/21/2015,1:05 PM,7
Tokyo,Adidas,Rocket Boost,Female,39,Green,Shoe,€ 100.00,7/21/2015,4:07 PM,7
Tokyo,Asics,Kayano Single Tab,Unisex,36-38,Green,Socks,€ 24.99,7/22/2015,11:54 AM,7
Tokyo,Nike,Hyper Elite Crew,Unisex,40-42,Green,Socks,€ 20.00,7/22/2015,12:57 PM,7
Tokyo,Asics,Kayano Single Tab,Unisex,40-42,Green,Socks,€ 24.99,7/22/2015,5:49 PM,7
Tokyo,Asics,Quick Light Cushion,Unisex,46-48,Green,Socks,€ 19.00,7/22/2015,7:46 PM,7
Tokyo,Asics,Kayano Single Tab,Unisex,42-44,Green,Socks,€ 24.99,7/22/2015,8:44 PM,7
Tokyo,Asics,WB1820,Female,42,Green,Pants,€ 89.00,7/22/2015,9:50 PM,7
Tokyo,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,40-42,Green,Socks,€ 21.00,7/22/2015,10:22 PM,7
Tokyo,Asics,WB1820,Female,37,Green,Pants,€ 89.00,7/22/2015,11:07 AM,7
Rotterdam,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,42-44,Green,Socks,€ 21.00,7/22/2015,11:10 AM,7
Tokyo,Asics,WB1820,Female,36,Green,Pants,€ 89.00,7/22/2015,11:50 AM,7
Tokyo,Asics,Quick Light Cushion,Unisex,36-38,Green,Socks,€ 19.00,7/22/2015,12:49 PM,7
Tokyo,Asics,WB1820,Female,44,Green,Pants,€ 89.00,7/22/2015,1:23 PM,7
Tokyo,Asics,Kayano Single Tab,Unisex,44-46,Green,Socks,€ 24.99,7/22/2015,1:30 PM,7
Rotterdam,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,40-42,Green,Socks,€ 21.00,7/22/2015,1:54 PM,7
Rotterdam,Asics,WB1820,Female,38,Green,Pants,€ 89.00,7/22/2015,2:14 PM,7
Rotterdam,Nike,Dri-Fit No-Show,Unisex,36-38,Green,Socks,€ 20.00,7/22/2015,2:20 PM,7
Rotterdam,Asics,Quick Light Cushion,Unisex,40-42,Green,Socks,€ 19.00,7/22/2015,2:48 PM,7
Rotterdam,Asics,Cummulus 17,Female,42,Green,Shoe,€ 159.00,7/22/2015,4:23 PM,7
Tokyo,Asics,Kayano Single Tab,Unisex,38-40,Green,Socks,€ 24.99,7/22/2015,9:07 AM,7
Tokyo,Asics,WB1820,Female,41,Green,Pants,€ 89.00,7/22/2015,11:48 AM,7
Tokyo,Asics,WB1820,Female,37,Green,Pants,€ 89.00,7/22/2015,2:19 PM,7
Tokyo,Nike,Dri-Fit No-Show,Unisex,44-46,Green,Socks,€ 20.00,7/22/2015,3:12 PM,7
Tokyo,Asics,WB1820,Female,36,Green,Pants,€ 89.00,7/22/2015,4:49 PM,7
Tokyo,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,46-48,Green,Socks,€ 21.00,7/22/2015,7:37 PM,7
Tokyo,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,46-48,Green,Socks,€ 21.00,7/22/2015,8:57 PM,7
Tokyo,Adidas,Ultra Boost,Male,40,Green,Shoe,€ 139.00,7/22/2015,1:51 PM,7
Tokyo,Adidas,Rocket Boost,Female,40,Green,Shoe,€ 100.00,7/22/2015,2:53 PM,7
Tokyo,Adidas,Boston 5,Male,46,Green,Shoe,€ 125.00,7/22/2015,5:14 PM,7
Tokyo,Adidas,Ultra Boost,Male,45,Green,Shoe,€ 139.00,7/22/2015,12:00 PM,7
Tokyo,Adidas,Rocket Boost,Male,40,Green,Shoe,€ 110.00,7/22/2015,4:34 PM,7
Tokyo,Nike,Dri-Fit No-Show,Unisex,42-44,Green,Socks,€ 20.00,7/23/2015,8:47 AM,7
Tokyo,Asics,Kayano Single Tab,Unisex,46-48,Green,Socks,€ 24.99,7/23/2015,9:04 AM,7
Tokyo,Asics,WB1820,Female,39,Green,Pants,€ 89.00,7/23/2015,3:44 PM,7
Tokyo,Asics,Cummulus 17,Male,44,Green,Shoe,€ 159.00,7/23/2015,7:36 PM,7
Tokyo,Nike,Hyper Elite Crew,Unisex,40-42,Green,Socks,€ 20.00,7/23/2015,8:31 PM,7
Tokyo,Asics,WB1820,Female,40,Green,Pants,€ 89.00,7/23/2015,9:50 PM,7
Tokyo,Asics,WB1820,Female,41,Green,Pants,€ 89.00,7/23/2015,11:02 PM,7
Rotterdam,Nike,Pro Indy,Female,70E,Green,Bra,€ 123.00,7/23/2015,1:10 PM,7
Rotterdam,Nike,Dri-Fit No-Show,Unisex,44-46,Green,Socks,€ 20.00,7/23/2015,2:58 PM,7
Rotterdam,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,46-48,Green,Socks,€ 21.00,7/23/2015,3:06 PM,7
Rotterdam,Nike,Elite Compression,Unisex,36-38,Green,Socks,€ 23.99,7/23/2015,4:02 PM,7
Tokyo,Nike,Pro Fierce,Female,85C,Green,Bra,€ 149.00,7/23/2015,9:43 AM,7
Tokyo,Asics,WB1820,Female,43,Green,Pants,€ 89.00,7/23/2015,12:01 PM,7
Tokyo,Nike,Dri-Fit No-Show,Unisex,36-38,Green,Socks,€ 20.00,7/23/2015,6:05 PM,7
Tokyo,Asics,Quick Light Cushion,Unisex,44-46,Green,Socks,€ 19.00,7/23/2015,9:43 PM,7
Tokyo,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,44-46,Green,Socks,€ 21.00,7/23/2015,9:51 PM,7
Tokyo,Asics,Hera Deux Single Tab,Female,46-48,Green,Socks,€ 12.99,7/24/2015,1:53 PM,7
Tokyo,Asics,Quick Light Cushion,Unisex,42-44,Green,Socks,€ 19.00,7/24/2015,2:08 PM,7
Tokyo,Asics,Quick Light Cushion,Unisex,46-48,Green,Socks,€ 19.00,7/24/2015,5:38 PM,7
Tokyo,Asics,WB1820,Female,39,Green,Pants,€ 89.00,7/24/2015,7:52 PM,7
Tokyo,Asics,Kayano Single Tab,Unisex,42-44,Green,Socks,€ 24.99,7/24/2015,10:06 PM,7
Tokyo,Nike,Hyper Elite Crew,Unisex,42-44,Green,Socks,€ 20.00,7/24/2015,10:20 PM,7
Tokyo,Nike,Pro Fierce,Female,65D,Green,Bra,€ 149.00,7/24/2015,10:30 PM,7
Tokyo,Nike,Hyper Elite Crew,Unisex,44-46,Green,Socks,€ 20.00,7/24/2015,11:03 PM,7
Rotterdam,Asics,WB1820,Female,46,Green,Pants,€ 89.00,7/24/2015,9:40 AM,7
Rotterdam,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,38-40,Green,Socks,€ 21.00,7/24/2015,1:33 PM,7
Rotterdam,Nike,Air Zoom,Male,40,Green,Shoe,€ 220.00,7/24/2015,1:44 PM,7
Rotterdam,Nike,Dri-Fit No-Show,Unisex,42-44,Green,Socks,€ 20.00,7/24/2015,2:25 PM,7
Tokyo,Asics,WB1820,Female,39,Green,Pants,€ 89.00,7/24/2015,8:32 AM,7
Tokyo,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,36-38,Green,Socks,€ 21.00,7/24/2015,9:05 AM,7
Tokyo,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,38-40,Green,Socks,€ 21.00,7/24/2015,11:05 AM,7
Tokyo,Nike,Dri-Fit No-Show,Unisex,38-40,Green,Socks,€ 20.00,7/24/2015,1:42 PM,7
Tokyo,Nike,Pro Fierce,Female,70F,Green,Bra,€ 149.00,7/24/2015,2:21 PM,7
Tokyo,Asics,WB1820,Female,46,Green,Pants,€ 89.00,7/24/2015,3:15 PM,7
Tokyo,Asics,WB1820,Female,39,Green,Pants,€ 89.00,7/24/2015,7:56 PM,7
Tokyo,Nike,Free 5.0,Female,38,Green,Shoe,€ 239.00,7/24/2015,11:03 PM,7
Tokyo,Adidas,Boston 5,Male,36,Green,Shoe,€ 125.00,7/24/2015,2:20 PM,7
Tokyo,Asics,WB1820,Female,36,Green,Pants,€ 89.00,7/25/2015,11:49 AM,7
Tokyo,Asics,WB1820,Female,46,Green,Pants,€ 89.00,7/25/2015,2:02 PM,7
Tokyo,Asics,WB1820,Female,36,Green,Pants,€ 89.00,7/25/2015,6:20 PM,7
Tokyo,Asics,Nimbus 17,Male,41,Green,Shoe,€ 128.00,7/25/2015,8:47 PM,7
Tokyo,Asics,Hera Deux Single Tab,Female,44-46,Green,Socks,€ 12.99,7/25/2015,10:13 PM,7
Tokyo,Asics,WB1820,Female,44,Green,Pants,€ 89.00,7/25/2015,10:20 PM,7
Rotterdam,Asics,WB1820,Female,41,Green,Pants,€ 89.00,7/25/2015,9:47 AM,7
Rotterdam,Nike,Pro Fierce,Female,85F,Green,Bra,€ 149.00,7/25/2015,10:51 AM,7
Rotterdam,Asics,Cummulus 17,Male,38,Green,Shoe,€ 159.00,7/25/2015,11:43 AM,7
Rotterdam,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,40-42,Green,Socks,€ 21.00,7/25/2015,12:36 PM,7
Rotterdam,Nike,Dri-Fit No-Show,Unisex,38-40,Green,Socks,€ 20.00,7/25/2015,1:00 PM,7
Rotterdam,Nike,Dri-Fit No-Show,Unisex,44-46,Green,Socks,€ 20.00,7/25/2015,3:55 PM,7
Rotterdam,Asics,WB1820,Female,46,Green,Pants,€ 89.00,7/25/2015,4:31 PM,7
Rotterdam,Nike,Free 5.0,Male,41,Green,Shoe,€ 239.00,7/25/2015,5:22 PM,7
Tokyo,Asics,Hera Deux Single Tab,Female,40-42,Green,Socks,€ 12.99,7/25/2015,9:01 AM,7
Tokyo,Nike,Pro Indy,Female,75B,Green,Bra,€ 123.00,7/25/2015,9:38 AM,7
Tokyo,Nike,Nike Elite Match Fit Mercurial Crew,Unisex,46-48,Green,Socks,€ 21.00,7/25/2015,11:47 AM,7
Tokyo,Asics,WB1820,Female,37,Green,Pants,€ 89.00,7/25/2015,7:48 PM,7
Tokyo,Nike,Pro Fierce,Female,70E,Green,Bra,€ 149.00,7/25/2015,9:23 PM,7
Tokyo,Nike,Pro Hero,Female,90D,Green,Bra,€ 99.00,7/25/2015,10:56 PM,7
Tokyo,Asics,Hera Deux Single Tab,Female,36-38,Green,Socks,€ 12.99,7/26/2015,9:10 AM,7
Tokyo,Asics,Quick Light Cushion,Unisex,42-44,Green,Socks,€ 19.00,7/26/2015,9:18 AM,7
